title,url,lat,lng,leadtext,content
Action-packed snowmobiles,https://www.myswitzerland.com/en-ch/experiences/action-packed-snowmobiles/,46.45843,7.44266,"In the E-Snowmobile Park in Lenk, children and adults can have fun in the snow, gliding over the mountains and valleys.","Less than 1 hourIndividual, Couples, Families, Groups, ChildrenOutdoorYesGerman, Swiss German, French, English1 - 10CHF 6YesLenk-Simmental Tourismus AGRawilstrasse 33775 Lenk im SimmentalSwitzerlandPhone+41 (0)33 736 35 35info@lenk-simmental.chlenk-simmental.chShow Route"
A ride in a horse-drawn sleigh to the Val Fex,https://www.myswitzerland.com/en-ch/experiences/a-ride-in-a-horse-drawn-sleigh-to-the-val-fex/,46.42943,9.76478,Enjoy a gentle ride in a horse-drawn sleigh to the car-free Fex Valley. Allow the winter landscape and the glaciers to cast their spell on you.,
Graubünden Natural History Museum,https://www.myswitzerland.com/en-ch/experiences/graubuenden-natural-history-museum/,46.84926,9.53273,"The Graubünden Museum of Nature with its extensive exhibits on 4 floors provides a fascinating insight into the flora, fauna and geology of the canton of Graubünden. Modern special exhibitions furnish an indepth insight into contemporary nature-based topics.","2 to 4 hours (half day)6 to 9 years, 10 to 13 years, 14+ yearsFamiliesIndoorEducation, UrbanCHF 6Bündner NaturmuseumMasanserstrasse 317000 ChurSwitzerlandPhone+41 (0)81 257 28 41Fax +41 (0)81 257 28 50info@bnm.gr.chnaturmuseum.gr.chShow Route"
Yoga in the snow,https://www.myswitzerland.com/en-ch/experiences/yoga-in-the-snow/,46.20335,7.17067,The journey is the reward: yoga in the snow stimulates body and mind.,"couvert de Tourbillon2 to 4 hours (half day)Individual, Couples, GroupsOutdoorYesGerman, French, English4 - 12YesOvronnaz TourismeRoute des Muverans 381911 OvronnazSwitzerlandPhone+41 (0)27 306 42 93Fax +41 (0)27 306 81 41info@ovronnaz.chFacebookTwitterShow Route"
Take it to a whole new level with ice climbing,https://www.myswitzerland.com/en-ch/experiences/take-it-to-a-whole-new-level-with-ice-climbing/,46.47348,7.28597,The frozen waterfall is a winter challenge for climbers. And Gstaad offers a number of icy obstacles to really put them to the test.,"Destination Gstaad4 to 8 hours (full day)Groups, Individual, CouplesOutdoorOn demandYesBergführer der Destination GstaadGerman, Swiss German, French, English1 - 6CHF 645CHF 645.00 excl. equipmentCHF 645.00 per guideYesYesDestination GstaadPromenade 41Haus des Gastes3780 GstaadSwitzerlandPhone+41 33 748 81 81Fax +41 33 748 81 83info@gstaad.chgstaad.chShow Route"
A hot tub high above the valley floor,https://www.myswitzerland.com/en-ch/experiences/alpine-wellness-a-hot-tub-high-above-the-valley-f/,46.91887,9.17243,Relax and recharge your batteries in the hot tub and enjoy a wonderful view of the Sernftal valley and the Tschingelhörner mountain range.,"4 to 8 hours (full day)Couples, Families, GroupsIndoor and outdoorOn demandYesHeinrich- und Ursi Marti-KramerGerman, Swiss German4 - 10CHF 152YesYesGäste-Info ElmDorf 548767 ElmSwitzerlandPhone+41 (0)55 642 52 52Fax +41 (0)55 642 52 50info@elm.chelm.chShow Route"
Criminal Zurich,https://www.myswitzerland.com/en-ch/experiences/criminal-zurich/,47.36971,8.53904,"Take a walk with through Zurich with authors Hildegard Keller and Christof Burkard, to discover the dangers that lie in the city's past.","1-2 hoursGroupsOutdoorGerman, English, Spanish1 - 22CHF 590.00Edition Maulhelden / Bloomlight Productions GmbHZollikerstrasse 2658008 ZürichSwitzerlandPhone+41 (0)77 529 53 23info@maulhelden.chmaulhelden.chShow Route"
Historic guilds houses in the old town of Zurich,https://www.myswitzerland.com/en-ch/experiences/historic-guilds-houses-in-the-old-town-of-zurich/,47.36971,8.53904,"The lively tradition of merchant guilds in Zurich is dating back to the Middle Ages. Equally impressive are their fine guild houses and guildhalls – such as the Zunfthaus zur Waag, open since at least 1303. Like the Grossmünster church, the Lindenhof square and the Öpfelchammer restaurant in the Niederdorf, these venues are now among the city’s cherished emblems.","All year2 to 4 hours (half day)Groups, Individual, CouplesIndoor and outdoorGerman, English, French1 - 20Zürich Tourismus TourguideIm Hauptbahnhof8001 ZürichSwitzerlandPhone+41 (0)44 215 40 88tourguide@zuerich.comzuerich.comShow Route"
Fondue Tram in Zurich,https://www.myswitzerland.com/en-ch/experiences/fondue-tram-in-zurich/,47.36971,8.53904,When the fondue season gets going why not jump on the bandwagon: true aficionados of the Swiss specialty climb aboard the veteran tram and travel past Zurich’s prettiest sites.,10 - 28CHF 48Fondue-TramZürich BellevueSwitzerlandPhone+41 (0)84 880 18 80fonduetram@vbz.chfonduetram.chShow Route
Lake Zurich,https://www.myswitzerland.com/en-ch/destinations/lake-zurich/,47.34773,8.54715,"The bent, almost banana-shaped Lake Zurich is framed on the southern side by the Albis and Zimmerberg hills and on the north by the Pfannenstiel chain of hills. The lake is bordered by the cantons of Zurich, St.Gallen and Schwyz. At the western end lies Zurich, Switzerland’s largest city.","Whereas, in the past, the lake was above all a route for traffic and transport, today it is a popular place for excursions, and homes along its shores are much sought after. Gently rocking waves, peace and quiet, relaxation and fine food: the best way to discover the Lake Zurich area is by taking a boat trip. Most of the places around the shore are served by a regular boat service all year round. The undisputed favourites with the public are the twohistoric paddle-steamers. From the “Gipfeli-Schiff” (early mornings) to the “Sonnenuntergangs-Schiff” (sunset sailings), there are all kinds of special excursions available. Musical trips and special tours on public holidays are all part of the programme offered by the LakeZurich shipping company.The famous “golden coast” extends along the northern side of the lake, from Zollikon to Feldmeilen. This sun-soaked region is famous for its low rates of taxation and high property prices, and is therefore the stretch of coast where you can seen the magnificent houses and villas of the upper echelons of society.At the eastern end of the lake is the “rose town” ofRapperswil. In the public gardens here you’ll find over 15,000 rose bushes blooming, of more than 600 different varieties. The lakeside promenade with its Mediterranean charms, the picturesque Old Town and the medieval castle make this harbour town a popular place for excursions. For young visitors,Knie’s Children’s Zoois high up on their wish-list.Popular places to visit around Lake Zurich include the numerous swimming areas, theAlpamarein Pfäffikon – the largest covered water park in Europe – the sunny islands of Ufenau and Lützelau near Rapperswil, the wooden footbridge across the lake between Rapperswil and Hurden, the Baroque church in Lachen, the famous Lindt & Sprüngli chocolate factory in Kilchberg and, of course, the dynamic metropolis ofZurich, with all its many sights, the famous shopping mile of theBahnhofsstrasseand its vast range of cultural amenities."
Zurich's Old Town,https://www.myswitzerland.com/en-ch/experiences/zurichs-old-town/,47.36971,8.53904,"The highest concentration of clubs in Switzerland, one of the most famous shopping miles, and a plethora of cultural offerings. And all of this against a medieval background. Zurich Old Town is a cultural, social and historical melting pot.",Zürich TourismusIm Hauptbahnhof8001 ZürichSwitzerlandPhone+41 (0)44 215 40 00info@zuerich.comzuerich.comShow Route
Communication in the animal kingdom,https://www.myswitzerland.com/en-ch/experiences/communication-in-the-animal-kingdom/,47.36971,8.53904,"The ""Communication in the animal kingdom"" guided tour at Zoo Zurich is dedicated to various forms of communication among animals.","All year2 to 4 hours (half day)OutdoorGerman, English5 - 150CHF 32Zoo ZürichZürichbergstrasse 2218044 ZürichSwitzerlandPhone+41 (0)44 254 25 05Fax +41 (0)44 254 25 10event@zoo.chzoo.chShow Route"
St. Peter's Church,https://www.myswitzerland.com/en-ch/experiences/st-peters-church/,47.36971,8.53904,"St. Peter's Church in Zurich is the only baroque church in the city. The clock on the tower is the largest in Europe and the dial has a diameter of 8.7 metres. There are also five bells in the tower dating back to 1880 with the largest weighing over 6,000 kg without clappers.",Kirche St. PeterSt.-Peter-Hofstatt8001 ZürichSwitzerlandst-peter-zh.chShow Route
Sausage Werkstatt,https://www.myswitzerland.com/en-ch/experiences/sausage-werkstatt/,47.36971,8.53904,Anyone who has ever wanted to try their hand at sausage making will not be disappointed.,2 to 4 hours (half day)Groups6 - 12CHF 165Werkstatt zur Gleistribüne AGZollstrasse 378005 ZürichSwitzerlandPhone+41 (0)44 206 50 60kontakt@zurwerkstatt-zh.chzurwerkstatt-zh.chShow Route
FOLIUM,https://www.myswitzerland.com/en-ch/experiences/folium/,47.36971,8.53904,,FOLIUMKalanderplatz 68045 ZürichSwitzerlandPhone+41 (0)44 201 18 88info@praegebuero.chfolium.chShow RouteFree Wi-Fi not availableMicrophone on requestProjection facilities on requestSimultaneous translation equipment on request
Bahnhofstrasse,https://www.myswitzerland.com/en-ch/experiences/bahnhofstrasse/,47.36971,8.53904,"Stretching for 1.4 kilometres from the main railway station to the lake, the Bahnhofstrasse is one of the most famous shopping streets in the world.",All yearLess than 1 hourLowLowOutdoorZürich TourismusIm Hauptbahnhof8001 ZürichSwitzerlandPhone+41 (0)44 215 40 00info@zuerich.comzuerich.comShow Route
Zurich,https://www.myswitzerland.com/en-ch/destinations/zurich/,47.36971,8.53904,"The cosmopolitan city by the water combines creative urban life with nature in all its glory. Zurich is abuzz with activity day and night with its countless events, diverse museums, own food festival and Switzerland’s most vibrant nightlife. And if you’re after rest and relaxation, you can be in the Swiss mountains in less than an hour.","Why ZurichZurich is Switzerland’s centre of economic life and education. Located in the heart of Europe, the city offers all the modern amenities of a cosmopolitan metropolis, without sacrificing its natural side. Zurich has for years ranked among the world’s top cities in terms of quality of life. It is a boutique city that offers everything that implies, albeit in small and exquisite format.Creativity and innovationZurich is avant-garde: it was not only home toDada, but also the place where theFreitag bagand world-renowned Helvetica typeface originated. Researchers at the revered Swiss Federal Institute of Technology (ETH) and companies such as Google and Disney Research produce one innovation after the next. Creativity is also in abundance thanks to one of the biggest universities in Europe devoted to the arts – Zurich University of the Arts (ZHdK) – while establishments such as the Kunsthaus Zürich,Haus KonstruktivandMuseum für Gestaltungensure that it all doesn’t fall into oblivion.Cultural diversityZurich was already a prosperous centre of commerce in the Early Middle Ages. The 1519 Reformation gave the economy such a boost that the city rapidly became Switzerland’s financial centre. This has remained unchanged to the present day and is why you’ll find the Swiss National Bank in Zurich along with the world-famousBahnhofstrasse, one of the most luxurious shopping strips around.Sumptuous discoveriesZurich’s inhabitants don’t just eatBircher muesliand “Züri Gschnätzlets” (sliced beef). They are veritable cosmopolitans and love sophisticated delicacies from across the globe. They do their utmost to embrace trends immediately – with creativity and delight. And this earns them awards: Zurich has one of the highest numbers of Michelin-starred restaurants per inhabitant in Europe. The city’s rustic pubs, street food festivals and pop-up restaurants in empty factories are also enjoying a great degree of popularity. All the city’s culinary offerings – and a lot more besides – can be sampled by the way at the annual FOOD ZURICH festival.Zürich Card – Your city travel passWith the Zürich Card, city explorers can enjoy Zurich in all its diversity and save time and money.The Zürich Card offers the following for 24 or 72 hours:Unlimited 2nd class travel by tram, bus, train, boat and cable car in the city of Zurich and surrounding regionShort boat trips and Limmat river cruiseFree or reduced admission to 43 museums50% discount on the Zurich Old Town Walking TourAnd many more experiencesFurther information about the Zürich CardA lot goes on in and around Zurich in winter. Those into sports go tobogganing, skiing, snowshoeing or cross-country skiing in the snow-covered winter wonderland. Others seeking a bit of peace and quiet retire to a hammam or spa, while gourmets indulge in a fondue or hot chocolate.Zurich is abuzz in summer: this is the time when friends, work colleagues and families meet on the promenades of Lake Zurich, in their local neighbourhoods, on pretty garden terraces or in one of more than 40 “Badis” – how the Zurich inhabitants affectionately refer to their lidos by the water.An economic hub, university city and boutique metropole by the water offering a high quality of life: Zurich combines the advantages of a green and modern city at the foot of the Alps with excellent infrastructure and a strong network of business, education and ambitious start-ups. The city is a centre of research, development, business formation and innovation, not to mention a great place to live."
Two-day Bollywood tour,https://www.myswitzerland.com/en-ch/experiences/two-day-bollywood-tour/,47.36971,8.53904,,"Several daysIndividual, Couples, Families, Groups, ChildrenIndoor and outdoorOn demandEducationYesErwin FässlerGerman, Swiss German, English1 - 11CHF 600CHF 0.00 incl. transportCHF 600.00 per personCHF 0.00 excl. lodgingCHF 0.00 excl. foodYesYesErwin Tours of SwitzerlandForchstrasse 2048032 ZürichSwitzerlandMobile phone+41 (0)79 176 58 17info@erwintours.cherwintours.chShow Route"
Christmas in Zurich,https://www.myswitzerland.com/en-ch/experiences/christmas-in-zurich/,47.36971,8.53904,"Christmas markets, Advent concerts and Christmas shows: Zurich is simply enchanting at Christmastime. The whole city is bathed in warm light, there’s a scent of cinnamon and mulled wine in the air and Christmas melodies ring out everywhere. Sunday opening and night shopping provide the opportunity to splash out on gifts. And, what’s more, Zurich’s hoteliers throw fantastic parties on New Year’s Eve.",
Swiss Casino Zürich,https://www.myswitzerland.com/en-ch/experiences/swiss-casino-zuerich/,47.36971,8.53904,"Zürich’s casino, a member of the Swiss Casinos group, is the largest in Switzerland (3,000 square metres).",Swiss Casinos Zürich AGGessnerallee 3-5Haus Ober8021 ZürichSwitzerlandPhone+41 (0)43 330 30 30Fax +41 (0)43 330 30 31swisscasinos.chShow Route
Niederdorf,https://www.myswitzerland.com/en-ch/experiences/niederdorf/,47.36971,8.53904,The celebrated Old Town district of the Niederdorf is affectionately known by locals as the Dörfli – the “little village”.,Zürich TourismusIm Hauptbahnhof8001 ZürichSwitzerlandPhone+41 (0)44 215 40 00info@zuerich.comzuerich.comShow Route
Museum Haus Konstruktiv,https://www.myswitzerland.com/en-ch/experiences/museum-haus-konstruktiv/,47.36971,8.53904,"Museum Haus Konstruktiv is the leading institution for constructive concrete and conceptual art in Switzerland. It is located in the former Unterwerk Selnau building, which is one of the most prominent pieces of industrial architecture in Zurich.",CultureMuseum Haus KonstruktivSelnaustrasse 258001 ZürichSwitzerlandPhone+41 (0)44 217 70 80info@hauskonstruktiv.chhauskonstruktiv.chShow Route
Cabaret Voltaire,https://www.myswitzerland.com/en-ch/experiences/cabaret-voltaire/,47.36971,8.53904,"Dadaism, the most important art movement that has ever started in Zurich, had its origins at the legendary Cabaret Voltaire almost 100 years ago. Today, the Cabaret Voltaire once again plays a central role in the modern Dada movement and also has a nice little upstairs cafe.",GroupsCabaret VoltaireSpiegelgasse 18001 ZürichSwitzerlandPhone+41 (0)43 268 57 20Mobile phone+41 (0)43 268 56 30info@cabaretvoltaire.chcabaretvoltaire.chShow Route
Irchel Park,https://www.myswitzerland.com/en-ch/experiences/irchelpark/,47.36971,8.53904,Irchelpark is an ideal place to escape the hustle and bustle of city life and enjoy being surrounded by nature. Trees and bushes shield this relaxing retreat from the streets surrounding it. It’s not uncommon to cross paths with students of the University of Zurich’s Irchel Campus here. The institution’s buildings are set in an enchanting location in the upper part of the park.,"OutdoorNature, Relax, UrbanZürich TourismusIm Hauptbahnhof8001 ZürichSwitzerlandPhone+41 (0)44 215 40 00info@zuerich.comzuerich.comShow Route"
Lake Zurich Cruises,https://www.myswitzerland.com/en-ch/experiences/lake-zurich-cruises/,47.36971,8.53904,Enjoying unforgettable moments on a boat cruise or aboard one of Lake Zurich Navigation company’s Dream Boats.,"2 to 4 hours (half day)0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsIndoorUrban, RelaxZürichsee Schifffahrtsgesellschaft (ZSG)Zürich Bürkliplatz8001 ZürichSwitzerlandPhone+41 (0)44 487 13 33Fax +41 (0)44 487 13 20ahoi@zsg.chzsg.chShow Route"
Masterclass in Swiss cheese,https://www.myswitzerland.com/en-ch/experiences/masterclass-in-swiss-cheese/,47.36971,8.53904,,"Sherly's Kitchen, Seestrasse 297, 8038 Zurich2 to 4 hours (half day)Individual, Couples, Families, GroupsIndoorOn demandUrban, CulinaryYesSherly ChoEnglish2 - 10CHF 139CHF 139.00 per personYesYesSherly's KitchenSeestrasse 2978038 ZürichSwitzerlandMobile phone+41 (0)78 755 63 86info@sherlyskitchen.comsherlyskitchen.comShow Route"
Lindt Home of Chocolate,https://www.myswitzerland.com/en-ch/experiences/lindt-home-of-chocolate/,47.36971,8.53904,The interactive world of chocolate for young and old.,"Children, Families, Groups, Individual, CouplesIndoorCulinary, Education, UrbanLindt Home of ChocolateSeestrasse 2048802 KilchbergSwitzerlandPhone+41 (0)44 716 20 00lindt-home-of-chocolate.comShow Route"
Witches in Zurich,https://www.myswitzerland.com/en-ch/experiences/witches-in-zurich/,47.36971,8.53904,,"1-2 hoursIndividual, Couples, Families, GroupsOutdoorOn demandCulture, UrbanYesMargrita WahrerGerman, English1 - 30CHF 310CHF 310.00 per guideYesYesZürich TourismusIm Hauptbahnhof8001 ZürichSwitzerlandPhone+41 (0)44 215 40 00info@zuerich.comzuerich.comShow RouteZürich TourismusIm Hauptbahnhof8001 ZürichSwitzerlandPhone+41 (0)44 215 40 00Fax +41 (0)44 215 40 44info@zuerich.comzuerich.comFacebook"
National Museum Zurich,https://www.myswitzerland.com/en-ch/experiences/national-museum-zurich/,47.36971,8.53904,"""The Swiss National Museum Zurich received a modern extension with the impressive new building. Behind its over 100-year-old walls, history comes to life as visitors gain an insight into how previous generations lived, thought and felt.","All year1-2 hours6 to 9 years, 10 to 13 years, 14+ yearsChildren, Families, Groups, Individual, CouplesIndoorCulture, Education, UrbanGerman, English, French, Italian, Spanish1 - 20CHF 10Schweizerisches Nationalmuseum / Landesmuseum ZürichMuseumstrasse 28001 ZürichSwitzerlandPhone+41 (0)44 218 65 11Fax +41 (0)44 218 65 09info@nationalmuseum.chlandesmuseum.chShow Route"
Limmat boats,https://www.myswitzerland.com/en-ch/experiences/limmat-river-cruiser/,47.36971,8.53904,A boat trip on the River Limmat will take you on a leisurely tour past the most beautiful sights that Zurich’s Old Town has to offer until the view opens up over Lake Zurich.,"April - October1-2 hours0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsChildren, Families, Groups, Individual, CouplesIndoor and outdoorUrban, RelaxZürich TourismusIm Hauptbahnhof8001 ZürichSwitzerlandPhone+41 (0)44 215 40 00info@zuerich.comzuerich.comShow Route"
À Maurice Watch Workshop in Zurich,https://www.myswitzerland.com/en-ch/experiences/a-maurice-watch-workshop-in-zurich/,47.36971,8.53904,"Maurice the watch-whisperer invites: There aren’t many people who know the souls of things, …and even fewer can make these souls perceptible and tangible to others. Maurice can. If you also desire to belong to this chosen group, then you have to come to Maurice. “à Maurice”, from Maurice de Mauriac, is a meeting place for people who want to feel and to experience the soul of mechanical watches.","All year2 to 4 hours (half day)GroupsEducation, UrbanGerman, English6 - 10CHF 250Maurice de Mauriac Zurich WatchTödistrasse 488002 ZürichSwitzerlandPhone+41 (0)44 280 01 12leonard.dreifuss@mauricedemauriac.chmauricedemauriac.chShow Route"
Golf in the Basel region,https://www.myswitzerland.com/en-ch/experiences/golf-in-the-basel-region/,47.55565,7.58988,"On the border of Switzerland, the city of Basel forms part of the Switzerland, Germany, France triangle and meeting place for different cultures and history – as well as modern architecture and art today.","2 to 4 hours (half day)Families, Individual, CouplesMediumOutdoorActiveBasel TourismusAeschenvorstadt 364010 BaselSwitzerlandPhone+41 (0)61 268 68 68info@basel.combasel.comShow Route"
Castles circular trail,https://www.myswitzerland.com/en-ch/experiences/castles-circular-trail/,47.31571,7.69489,,"June - September4 to 8 hours (full day)14+ yearsGroupsOutdoorEducation, ActiveGerman10 - 50Region ThalHölzlistrasse 574710 BalsthalSwitzerlandPhone+41 (0)62 386 12 30Fax +41 (0)62 391 06 22info@regionthal.chnaturparkthal.chShow Route"
Ermitage – a mystical place,https://www.myswitzerland.com/en-ch/experiences/ermitage-a-mystical-place/,47.49378,7.62101,"The Ermitage in Arlesheim can look back on a colourful history spanning more than 200 years. It is the largest landscaped English garden in Switzerland. Ponds, caves, winding paths and idyllic nature enchant walkers and transport them to a mystical world full of secrets. ","Education, Nature, RelaxBasel TourismusAeschenvorstadt 364010 BaselSwitzerlandPhone+41 (0)61 268 68 68info@basel.combasel.comShow Route"
Paragliding with eagles,https://www.myswitzerland.com/en-ch/experiences/paragliding-with-eagles/,46.49398,9.90192,,"2 to 4 hours (half day)Individual, Couples, Families, GroupsOutdoorOn demandNature, Active, AdventureYesPeter KächGerman, Swiss German, French, English1 - 9CHF 200YesCamping Morteratsch, paragliding-engadinPlauns 137504 PontresinaSwitzerlandMobile phone+41 (0)79 703 70 35mail@paragliding-engadin.chparagliding-engadin.chShow Route"
"The Morterasch Glacier path, on the trail of Sabi",https://www.myswitzerland.com/en-ch/experiences/the-morterasch-glacier-path-on-the-trail-of-sabi/,46.49398,9.90192,There are 16 puzzles to be solved along the Morteratsch Glacier to discover Sabi’s great dream and find out all about the retreat of the glacier and its mysterious past life. This is an exciting adventure awaiting families in a true world of ice at Pontresina.,"2 to 4 hours (half day)6 to 9 years, 10 to 13 years, 14+ yearsChildren, FamiliesOutdoorNature, Active, EducationPontresina Tourist Information7504 PontresinaSwitzerlandPhone+41 (0)81 838 83 00Fax +41 (0)81 838 83 10pontresina@engadin.chengadin.chShow Route"
Segantini Museum,https://www.myswitzerland.com/en-ch/experiences/segantini-museum/,46.49854,9.8394,"The Segantini Museum is perched on a small hill at the entrance to the village of St. Moritz. Architecturally, the building recalls a mausoleum - and inside the works of the Italian artist Giovanni Segantini are celebrated. Segantini in fact spent the last years of his life on the neighboring Schafberg and near Bergell.",CultureSegantini MuseumVia Somplaz 307500 St. MoritzSwitzerlandPhone+41 (0)81 833 44 54Fax +41 (0)81 832 24 54info@segantini-museum.chsegantini-museum.chShow Route
Circling Trains in Brusio,https://www.myswitzerland.com/en-ch/experiences/circling-trains-in-brusio/,46.25821,10.1254,"When the Bernina Express was planned, the engineers who built it were faced with a difficult challenge.","2 to 4 hours (half day)0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsIndoorRelaxRhätische Bahn RhB AGBahnhofstrasse 257001 ChurSwitzerlandPhone+41 (0)81 288 65 65railservice@rhb.chrhb.chShow Route"
St. Moritz Skating Club,https://www.myswitzerland.com/en-ch/experiences/st-moritz-skating-club/,46.49854,9.8394,Members of the skating club take to the ice to train with skating instructor Valentina.,"Less than 1 hourIndividual, Couples, Children, Women onlyOn demandNature, ActiveYesValentina PersicoGerman, Italian, English1 - 5CHF 45YesKulm Hotel St. MoritzVia Veglia 187500 St. MoritzSwitzerlandPhone+41 (0)81 836 80 00Fax +41 (0)81 836 80 01info@kulm.comkulm.comShow Route"
"Jacuzzi Diavolezza at 3,000 metres above sea level",https://www.myswitzerland.com/en-ch/experiences/jacuzzi-diavolezza-at-3000-metres-above-sea-level/,46.49398,9.90192,"Relax in alternating hot and cold baths at almost 3,000 metres above sea level – what could be more relaxing after an eventful day in the fabulous mountains?","All year1-2 hours10 to 13 years, 14+ yearsFamilies, Individual, CouplesLowNot Wheelchair accessibleOutdoorRelax"
By foot to Heidi’s mountain hut,https://www.myswitzerland.com/en-ch/experiences/by-foot-to-heidis-mountain-hut/,46.49854,9.8394,"The adventures of Heidi, the orphan girl, are known the world over. Not least through the eponymous film from 1952. One of the original locations is above St. Moritz and can be visited at all times.","2 to 4 hours (half day)0 to 5 years, 6 to 9 years, 10 to 13 years, 14+ yearsGroups, Individual, CouplesOutdoorNature, Active"
Ricola Herb Garden,https://www.myswitzerland.com/en-ch/experiences/ricola-herb-garden-3/,46.49398,9.90192,"Situated in Europe’s most beautiful mountain valley, the Engadin, Pontresina is a summer and winter holiday resort popular with mountain climbers, hikers, families and winter sports fans.","June - September2 to 4 hours (half day)10 to 13 years, 14+ yearsOutdoorEducation, NatureRicola AGBaselstrasse 314242 LaufenSwitzerlandPhone+41 (0)61 765 41 21Fax +41 (0)61 765 41 22marisa.haenggi@ricola.comricola.comShow Route"
Ibex in Pontresina,https://www.myswitzerland.com/en-ch/experiences/ibex-in-pontresina/,46.49398,9.90192,,"2 to 4 hours (half day)Individual, Couples, Families, GroupsOutdoorNatureYesChristine SalisGerman, Swiss German, Italian, English3 - 20YesPontresina TourismusVia Maistra 133Kongress- und Kulturzentrum7504 PontresinaSwitzerlandPhone+41 (0)81 838 83 20Fax +41 (0)81 838 83 10info@pontresina.chShow Route"
Muottas Muragl,https://www.myswitzerland.com/en-ch/experiences/muottas-muragl-a-front-row-seat/,46.5217,9.90194,"With his keen eye for beautiful landscapes, and unique light conditions, Segantini discovered this special patch of the earth. Between the wide valley of the River Inn and the valley that leads to the Bernina Pass, this is probably the most beautiful vantage point above the lakes of Upper Engadine. Sunsets from here are a sight to behold.","2 to 4 hours (half day)Children, Families, Groups, Individual, CouplesOutdoorNatureRomantik Hotel Muottas Muragl7503 SamedanSwitzerlandPhone+41 (0)81 842 82 32Fax +41 (0)81 842 82 90info@muottasmuragl.chmuottasmuragl.chShow Route"
Lucerne,https://www.myswitzerland.com/en-ch/destinations/lucerne/,47.05117,8.30935,"Lucerne, the gateway to central Switzerland, sited on Lake Lucerne, is embedded within an impressive mountainous panorama. Thanks to its attractions, its attractive shopping offer, the beautiful lakeside setting and the nearby excursion mountains of the Rigi, Pilatus and Stanserhorn, the town is a destination for many travel groups and individuals on their journey through central Switzerland.","Complete with gable paintings, the covered, medievalChapel Bridgeforms the centrepiece of Lucerne’s townscape and is considered to be one of the oldest, covered wooden bridges in Europe. A further landmark of the town is theMuseggmauer, a wall which, with the exception only of one of its towers, has been preserved in its original, well-fortified state.Historic houses decorated with frescoes line the picturesque town squares as they do the ‘Weinmarkt’ square in the car-free old town. Lucerne is a city of town squares and churches. TheJesuit churchdating from the 17th century is regarded as Switzerland’s first sacral Baroque building and the twin towers of the Hofkirche form an integral part of the townscape. The figure of a dyinglionwhich was hewn from the face of rock in remembrance of the heroic death of Swiss guards killed during an attack on the Tuileries in 1792 is one of the best-known monuments in Switzerland. And with its 112-metre-longBourbaki panorama, Lucerne possesses one of the world’s few maintained, mammoth circular paintings.Tradition and modernity stand side-by-side with ease in Lucerne, as the town has also earned a reputation for itself with innovative design. The futuristicCulture and Convention Centre (KKL), designed by leading French architect Jean Nouvel, is one the architectural highlights of the town. The KKL is also a landmark of «Lucerne: Festival City» and venue for a wide variety of cultural events throughout the year.Lucerne is the ideal starting point for many excursions to the highlights of central Switzerland. A trip up one of Lucerne’s regional mountains, thePilatusor theRigi– the queen of mountains – is a must. But excursions up onto theStanserhorn, theBürgenstockor a steamship cruise onLake Lucernewith its many bends and arms are certainly no less worthy. TheGotthard Panorama Expressoriginates in Lucerne and ferries its passengers to the foot of the Gotthard pass via Lake Lucerne and then continues by rail into Ticino, south of the Alpine ridge. The «cherry road» leads from Lucerne through the landscape of cheery trees and kirsch.With first-class infrastructure and a diverse range of hotels, Lucerne in the very heart of Switzerland leaves nothing to be desired. The city boasts multifunctional event centres such as the world-famous KKL Luzern (Lucerne Culture and Convention Center) designed by star architect Jean Nouvel and a large number of hotels with state-of-the-art infrastructure. Lucerne offers the ideal setting for your event. With its magnificent lakeside location and Alpine peaks almost close enough to touch, the city is the ideal starting point for supporting programmes and team events. It is beautifully laid out and offers a wide variety of sights, cultural attractions and unique shops."
City tour,https://www.myswitzerland.com/en-ch/experiences/city-tour/,47.05117,8.30935,"During the city tour, visitors visit such world famous attractions as the Chapel Bridge with the octagonal Water Tower, the Jesuit Church and KKL Lucerne.","All year1-2 hoursGroups, Individual, CouplesIndoor and outdoorGerman, English, French, Italian, Spanish, Chinese, Russian, Dutch, Portuguese, Polish, Korean, Turkish, Arabic1 - 25"
Mount Pilatus Cogwheel Train and Cable Car,https://www.myswitzerland.com/en-ch/experiences/pilatus/,46.97956,8.25556,"Easily accessible by public transport from Lucerne, Mount Pilatus is the ideal adventure mountain for the entire family.","All year4 to 8 hours (full day)Children, Families, Groups, Individual, CouplesWheelchair accessiblePILATUS-BAHNEN AG - Hotels & GastronomieSchlossweg 16010 KriensSwitzerlandPhone+41 (0)41 329 12 12info@pilatus.chpilatus.chShow Route"
